Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
4882,CA-2020-143567,11/2/2020,11/5/2020,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,517.4793
4883,CA-2020-143567,11/2/2020,11/5/2020,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,16.7776
4884,CA-2020-104080,3/8/2020,3/15/2020,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",171.2,5,64.2
4885,CA-2020-104080,3/8/2020,3/15/2020,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Anaheim,California,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,3.36,2,0.8736
4887,CA-2019-163167,11/28/2019,12/1/2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",182.67,3,52.9743
4888,CA-2019-163167,11/28/2019,12/1/2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,101.7,6,6.102
4889,CA-2019-163167,11/28/2019,12/1/2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,56.301
4890,CA-2019-163167,11/28/2019,12/1/2019,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1263.3,6,315.825
4891,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82,3,2.5578
4892,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,18.2112
4893,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",4.2,2,1.176
4894,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,227.28,2,2.2728
4895,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,47.9,1,22.992
4896,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,61.96,2,30.3604
4897,CA-2019-135776,12/23/2019,12/30/2019,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,55.896
4900,CA-2019-130484,8/22/2019,8/27/2019,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Gresham,Oregon,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,-18.4464
4901,CA-2020-120936,12/17/2020,12/21/2020,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,125.1432
4902,CA-2020-120936,12/17/2020,12/21/2020,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1,3.6348
4903,CA-2020-110884,3/7/2020,3/12/2020,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,25.92,6,9.072
4904,CA-2020-110884,3/7/2020,3/12/2020,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",91.59,3,42.1314
4910,CA-2020-127306,1/14/2020,1/18/2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",18.336,3,6.6468
4911,CA-2020-127306,1/14/2020,1/18/2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,36.288,7,12.7008
4912,CA-2020-127306,1/14/2020,1/18/2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,111.984,2,6.999
4913,CA-2020-127306,1/14/2020,1/18/2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5.97,5,-4.577
4914,CA-2020-127306,1/14/2020,1/18/2020,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Johnson City,Tennessee,South,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,2.508,2,-1.8392
4917,CA-2020-163125,10/9/2020,10/11/2020,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,Central,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,67.144,7,5.8751
4918,CA-2020-163125,10/9/2020,10/11/2020,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,254.058,3,-32.6646
4919,CA-2019-160304,1/2/2019,1/7/2019,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,38.2668
4920,CA-2019-160304,1/2/2019,1/7/2019,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Gaithersburg,Maryland,East,TEC-PH-10000455,Technology,Phones,GE 30522EE2,231.98,2,67.2742
4921,CA-2020-101728,8/19/2020,8/23/2020,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2,-3.9032
4922,CA-2020-114055,12/25/2020,12/29/2020,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,46.1184
4923,CA-2020-114055,12/25/2020,12/29/2020,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,1.1946
4924,CA-2020-114055,12/25/2020,12/29/2020,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1,6,301.968
4925,CA-2020-114055,12/25/2020,12/29/2020,Second Class,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,23.5248
4926,CA-2020-126438,9/10/2020,9/13/2020,First Class,AR-10345,Alex Russell,Corporate,United States,Lawrence,Massachusetts,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,3.72
4927,CA-2020-117653,10/19/2020,10/23/2020,Standard Class,MO-17500,Mary O'Rourke,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,-67.5435
4928,CA-2020-143245,12/1/2020,12/6/2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44,3,9.3312
4929,CA-2020-143245,12/1/2020,12/6/2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,3,251.202
4932,CA-2020-143651,3/25/2020,3/30/2020,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,West,OFF-AR-10001446,Office Supplies,Art,Newell 309,23.1,2,6.93
4937,CA-2020-150931,1/6/2020,1/13/2020,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,15.5204
4944,CA-2020-106782,12/21/2020,12/27/2020,Standard Class,LP-17095,Liz Preis,Consumer,United States,Lafayette,Indiana,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1,18.767
4945,CA-2019-151372,9/5/2019,9/6/2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,46.1184
4946,CA-2019-151372,9/5/2019,9/6/2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,3.942
4947,CA-2019-151372,9/5/2019,9/6/2019,First Class,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,1.7876
4949,CA-2020-107125,11/27/2020,12/2/2020,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,117.488,7,41.1208
4950,CA-2020-107125,11/27/2020,12/2/2020,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,6.0288
4951,CA-2019-125815,10/28/2019,11/1/2019,Second Class,DL-13330,Denise Leinenbach,Consumer,United States,New York City,New York,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,5.2164
4953,CA-2020-117926,12/8/2020,12/12/2020,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,San Francisco,California,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,20.844
4960,CA-2019-166226,11/18/2019,11/22/2019,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,West,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,1,6.1192
4961,CA-2019-166226,11/18/2019,11/22/2019,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,18.3168
4965,CA-2019-141180,5/15/2019,5/19/2019,Second Class,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7.764,4,-5.176
4971,US-2019-153815,11/6/2019,11/9/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,207.984,2,-28.5978
4972,US-2019-153815,11/6/2019,11/9/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,36.112,2,12.6392
4973,US-2019-153815,11/6/2019,11/9/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568,2,5.7798
4974,US-2019-153815,11/6/2019,11/9/2019,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,31.0688
4975,CA-2019-164896,11/7/2019,11/12/2019,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Oceanside,California,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2,6.321
4980,US-2019-131114,12/9/2019,12/13/2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,3,1.5426
4981,US-2019-131114,12/9/2019,12/13/2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,4.356,2,-11.7612
4982,US-2019-131114,12/9/2019,12/13/2019,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,-1.428
4984,CA-2019-109925,11/6/2019,11/10/2019,Second Class,IM-15070,Irene Maddox,Consumer,United States,San Diego,California,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3,22.9068
4987,CA-2019-149279,4/24/2019,4/28/2019,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,15.552,3,5.4432
4988,CA-2019-149279,4/24/2019,4/28/2019,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,149.148
4989,CA-2019-149279,4/24/2019,4/28/2019,Standard Class,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,3.108,2,-2.1756
4990,CA-2020-107321,8/31/2020,9/4/2020,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,3,2.1684
4991,CA-2020-107321,8/31/2020,9/4/2020,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,4,77.5584
4992,US-2020-122714,12/7/2020,12/13/2020,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,1889.99,5,-2929.4845
4997,CA-2020-155824,3/10/2020,3/15/2020,Standard Class,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,South,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,1,3.6588
4998,CA-2020-155824,3/10/2020,3/15/2020,Standard Class,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,13.092,4,-10.0372
4999,CA-2019-129238,1/31/2019,2/4/2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1,8.2194
5000,CA-2019-129238,1/31/2019,2/4/2019,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,27.783
5001,CA-2020-159688,5/7/2020,5/12/2020,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,28.7964
5002,CA-2019-136126,5/24/2019,5/24/2019,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,20.155
5003,CA-2019-136126,5/24/2019,5/24/2019,Same Day,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6,4,91.968
5004,CA-2019-155033,10/7/2019,10/12/2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,California,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,5.0688
5012,US-2020-139647,5/11/2020,5/13/2020,First Class,TS-21370,Todd Sumrall,Corporate,United States,Phoenix,Arizona,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,209.979,7,-356.9643
5013,US-2020-160465,7/21/2020,7/26/2020,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,East,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,33.93,3,-22.62
5014,US-2020-160465,7/21/2020,7/26/2020,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,222.32,7,25.011
5015,US-2020-160465,7/21/2020,7/26/2020,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Cleveland,Ohio,East,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,210.564,6,-52.641
5021,CA-2020-136511,3/23/2020,3/25/2020,Second Class,MZ-17515,Mary Zewe,Corporate,United States,New York City,New York,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,347.58,3,17.379
5022,CA-2019-133795,12/18/2019,12/24/2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,21.792
5023,CA-2019-133795,12/18/2019,12/24/2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,146.7693
5024,CA-2019-133795,12/18/2019,12/24/2019,Standard Class,JE-15475,Jeremy Ellison,Consumer,United States,San Diego,California,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,11.1776
5025,US-2020-130953,7/29/2020,8/3/2020,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,33.48,2,16.4052
5026,US-2020-130953,7/29/2020,8/3/2020,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,461.97,3,133.9713
5027,US-2020-130953,7/29/2020,8/3/2020,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,60.5528
5028,US-2020-130953,7/29/2020,8/3/2020,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Oklahoma City,Oklahoma,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,72.6408
5030,CA-2020-139304,1/29/2020,2/2/2020,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,West,OFF-AR-10001216,Office Supplies,Art,Newell 339,8.34,3,2.1684
5031,CA-2020-139304,1/29/2020,2/2/2020,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,1,2.2282
5032,CA-2020-139304,1/29/2020,2/2/2020,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Francisco,California,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8,40.3704
5033,CA-2019-155166,12/26/2019,1/2/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,212.94,3,25.5528
5034,CA-2019-155166,12/26/2019,1/2/2020,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Vineland,New Jersey,East,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,26.49,1,7.4172
5038,CA-2020-141719,11/17/2020,11/21/2020,Second Class,EG-13900,Emily Grady,Consumer,United States,Naperville,Illinois,Central,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,5,83.986
5042,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,67.71,3,32.5008
5043,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4,38.976
5044,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",467.46,9,191.6586
5045,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,61.4,5,28.858
5046,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,187.3976
5047,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,5.184,3,1.8144
5048,CA-2019-158694,11/10/2019,11/13/2019,Second Class,AI-10855,Arianne Irving,Consumer,United States,Los Angeles,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,14.7,5,3.969
5053,US-2020-120607,5/19/2020,5/19/2020,Same Day,JC-15775,John Castell,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,195.64,4,91.9508
5059,CA-2019-120796,4/3/2019,4/7/2019,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",99.846,9,-83.205
5060,CA-2019-109722,12/5/2019,12/7/2019,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,South,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,195.9944
5061,CA-2019-109722,12/5/2019,12/7/2019,Second Class,TP-21130,Theone Pippenger,Consumer,United States,Georgetown,Kentucky,South,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,584.82,9,70.1784
5065,CA-2020-122196,9/22/2020,9/24/2020,First Class,CA-12265,Christina Anderson,Consumer,United States,Wilmington,Delaware,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391.98,2,113.6742
5066,CA-2020-142090,11/30/2020,12/7/2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,South,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,383.976,3,81.5949
5067,CA-2020-142090,11/30/2020,12/7/2020,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Burlington,North Carolina,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1781.682,7,-653.2834
5068,CA-2020-160934,1/15/2020,1/19/2020,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Los Angeles,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,6.206
5075,CA-2020-151071,4/25/2020,4/29/2020,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904,2,4.5188
5079,CA-2020-143217,11/11/2020,11/17/2020,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Milwaukee,Wisconsin,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,18.24,3,8.5728
5080,US-2020-133312,11/25/2020,11/29/2020,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,West,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.499,3,-29.6058
5081,US-2020-133312,11/25/2020,11/29/2020,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,San Francisco,California,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,10.48,1,2.8296
5083,CA-2019-155138,9/8/2019,9/12/2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,8.3524
5084,CA-2019-155138,9/8/2019,9/12/2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Monroe,North Carolina,South,OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,64.704,3,23.4552
5085,CA-2019-108350,6/6/2019,6/9/2019,Second Class,SC-20230,Scot Coram,Corporate,United States,Lowell,Massachusetts,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,105.52,4,48.5392
5090,CA-2020-132738,8/4/2020,8/7/2020,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,West,OFF-PA-10001752,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.968,2,2.8884
5091,CA-2020-132738,8/4/2020,8/7/2020,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784,1,3.1842
5092,CA-2020-156720,12/30/2020,1/3/2019,Standard Class,JM-15580,Jill Matthias,Consumer,United States,Loveland,Colorado,West,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,3.024,3,-0.6048
